# Weather station Adelaide (airport), Australia, WMO_ID=94672,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94672&lang=en
#
"Local time in Adelaide (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.06.2019 13:30";"13.1";"765.7";"766.4";"-1.5";"75";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"30.06.2019 12:30";"12.7";"766.2";"766.9";"-0.5";"77";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"30.06.2019 11:30";"13.0";"766.6";"767.3";"0.1";"76";"Wind blowing from the north";"7";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"20.0";"8.8";"";"";"";"";"";"";
"30.06.2019 10:30";"12.0";"767.2";"767.9";"1.5";"83";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"30.06.2019 09:30";"10.7";"766.7";"767.5";"1.3";"84";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"30.06.2019 08:30";"10.3";"766.5";"767.2";"1.4";"85";"Wind blowing from the north-northeast";"5";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"100-200";"";"";"20.0";"7.8";"15.0";"24";"";"";"";"";
"30.06.2019 07:30";"11.9";"765.7";"766.5";"0.9";"78";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"30.06.2019 06:30";"11.3";"765.4";"766.1";"0.4";"81";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"30.06.2019 05:30";"11.6";"765.1";"765.9";"0.3";"76";"Wind blowing from the west-northwest";"5";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"7.4";"";"";"";"";"";"";
"30.06.2019 04:30";"11.4";"764.8";"765.5";"0.3";"73";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"30.06.2019 03:30";"11.8";"765.0";"765.7";"0.5";"68";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"30.06.2019 02:30";"11.9";"764.8";"765.5";"0.3";"63";"Wind blowing from the west";"7";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"5.1";"0.8";"6";"";"";"";"";
"30.06.2019 01:30";"11.7";"764.5";"765.2";"0.0";"68";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"30.06.2019 00:30";"10.8";"764.5";"765.2";"0.3";"79";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"29.06.2019 23:30";"11.1";"764.5";"765.3";"1.0";"74";"Wind blowing from the west";"5";"";"";"20–30%.";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"6.6";"";"";"";"";"";"";
"29.06.2019 22:30";"11.0";"764.5";"765.3";"2.1";"71";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"29.06.2019 21:30";"11.2";"764.2";"765.0";"2.3";"72";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"29.06.2019 20:30";"11.2";"763.5";"764.2";"2.2";"71";"Wind blowing from the west";"8";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Shower(s).";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"6.0";"8.0";"6";"";"";"";"";
"29.06.2019 19:30";"10.4";"762.4";"763.2";"2.4";"84";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"29.06.2019 18:30";"9.9";"761.9";"762.7";"2.6";"86";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"29.06.2019 17:30";"9.6";"761.3";"762.1";"2.5";"87";"Wind blowing from the west-northwest";"9";"";"";"100%.";"Rain shower(s), moderate or heavy. ";"Shower(s).";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"300-600";"";"";"7.0";"7.5";"";"";"";"";"";"";
"29.06.2019 16:30";"10.1";"760.0";"760.8";"2.1";"88";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"29.06.2019 15:30";"9.8";"759.3";"760.0";"1.7";"86";"Wind blowing from the west-southwest";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"29.06.2019 14:30";"12.3";"758.8";"759.5";"1.2";"72";"Wind blowing from the west";"8";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Shower(s).";"Shower(s).";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"300-600";"";"";"15.0";"7.3";"6.0";"6";"";"";"";"";
"29.06.2019 13:30";"10.7";"757.9";"758.6";"-0.4";"80";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"29.06.2019 12:30";"13.8";"757.6";"758.4";"-0.5";"69";"Wind blowing from the west-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"29.06.2019 11:30";"13.4";"757.6";"758.4";"-0.5";"70";"Wind blowing from the west-northwest";"10";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"15.0";"7.9";"";"";"";"";"";"";
"29.06.2019 10:30";"10.2";"758.3";"759.1";"-0.2";"87";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"29.06.2019 09:30";"10.5";"758.1";"758.8";"0.4";"89";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"29.06.2019 08:30";"10.8";"758.1";"758.8";"0.5";"91";"Wind blowing from the north";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"";"";"15.0";"9.4";"10.0";"24";"";"";"";"";
"29.06.2019 07:30";"11.2";"758.5";"759.2";"1.5";"89";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"29.06.2019 06:30";"11.4";"757.7";"758.5";"-0.1";"89";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"29.06.2019 05:30";"11.7";"757.6";"758.4";"-0.3";"91";"Wind blowing from the west-northwest";"9";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"100-200";"";"";"6.0";"10.3";"";"";"";"";"";"";
"29.06.2019 04:30";"14.2";"757.0";"757.7";"-0.2";"87";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"29.06.2019 03:30";"14.7";"757.8";"758.5";"-0.1";"81";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"29.06.2019 02:30";"14.9";"757.9";"758.6";"-0.4";"80";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"11.4";"Trace of precipitation";"6";"";"";"";"";
"29.06.2019 01:30";"19.1";"757.2";"757.9";"-1.8";"49";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"29.06.2019 00:30";"19.3";"757.9";"758.7";"-1.4";"48";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"28.06.2019 23:30";"19.4";"758.3";"759.1";"-0.9";"48";"Wind blowing from the north-northeast";"9";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"22.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"40.0";"8.2";"";"";"";"";"";"";
"28.06.2019 22:30";"19.3";"759.0";"759.7";"-0.7";"49";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"28.06.2019 21:30";"19.6";"759.3";"760.0";"-0.8";"47";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"28.06.2019 20:30";"19.8";"759.2";"760.0";"-1.1";"46";"Wind blowing from the north-northeast";"8";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"35.0";"7.7";"No precipitation";"6";"";"";"";"";
"28.06.2019 19:30";"19.3";"759.7";"760.5";"-0.6";"49";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"28.06.2019 18:30";"18.7";"760.1";"760.9";"-0.2";"51";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"28.06.2019 17:30";"19.3";"760.3";"761.0";"-0.3";"50";"Wind blowing from the north";"6";"";"";"90  or more, but not 100%";"Precipitation within sight, not reaching the ground or the surface of the sea. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Altocumulus castellanus or floccus.";"";"40.0";"8.5";"";"";"";"";"";"";
"28.06.2019 16:30";"20.1";"760.3";"761.0";"-1.1";"49";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"28.06.2019 15:30";"20.2";"760.3";"761.1";"-1.8";"49";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"28.06.2019 14:30";"20.7";"760.6";"761.3";"-1.9";"47";"Wind blowing from the north";"7";"";"";"90  or more, but not 100%";"Precipitation within sight, not reaching the ground or the surface of the sea. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"1000-1500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"9.0";"No precipitation";"6";"";"";"";"";
"28.06.2019 13:30";"22.0";"761.4";"762.1";"-2.2";"42";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"28.06.2019 12:30";"21.4";"762.1";"762.8";"-1.9";"41";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"28.06.2019 11:30";"21.7";"762.5";"763.3";"-1.6";"42";"Wind blowing from the north";"9";"";"";"50%.";"Clouds generally forming or developing. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"8.1";"";"";"";"";"";"";
"28.06.2019 10:30";"19.7";"763.6";"764.4";"-0.5";"45";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"28.06.2019 09:30";"18.4";"764.0";"764.8";"-0.2";"47";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"28.06.2019 08:30";"17.3";"764.1";"764.8";"0.0";"49";"Wind blowing from the north-northeast";"8";"";"";"50%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"6.3";"No precipitation";"24";"";"";"";"";
"28.06.2019 07:30";"16.0";"764.1";"764.8";"-0.3";"50";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"28.06.2019 06:30";"15.9";"764.2";"765.0";"-0.2";"51";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"28.06.2019 05:30";"15.9";"764.1";"764.8";"-0.4";"52";"Wind blowing from the north-northeast";"8";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"5.9";"";"";"";"";"";"";
"28.06.2019 04:30";"16.3";"764.4";"765.1";"-0.5";"53";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"28.06.2019 03:30";"16.9";"764.4";"765.1";"-0.6";"51";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"28.06.2019 02:30";"16.9";"764.5";"765.3";"-0.5";"52";"Wind blowing from the north-northeast";"8";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"7.0";"No precipitation";"6";"";"";"";"";
"28.06.2019 01:30";"17.4";"764.9";"765.7";"-0.2";"50";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"28.06.2019 00:30";"17.9";"765.0";"765.7";"-0.2";"47";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"27.06.2019 23:30";"18.1";"765.0";"765.7";"-0.2";"46";"Wind blowing from the north-northeast";"9";"";"";"10%  or less, but not 0";"Clouds generally forming or developing. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"40.0";"6.1";"";"";"";"";"";"";
"27.06.2019 22:30";"17.8";"765.1";"765.8";"-0.3";"47";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"27.06.2019 21:30";"17.9";"765.2";"766.0";"0.2";"46";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"27.06.2019 20:30";"18.0";"765.2";"766.0";"0.1";"46";"Wind blowing from the north-northeast";"8";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"35.0";"6.2";"No precipitation";"6";"";"";"";"";
"27.06.2019 19:30";"18.0";"765.4";"766.1";"0.2";"48";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"27.06.2019 18:30";"18.1";"765.0";"765.7";"0.1";"51";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"27.06.2019 17:30";"18.4";"765.1";"765.8";"0.0";"49";"Wind blowing from the north-northeast";"5";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"7.5";"";"";"";"";"";"";
"27.06.2019 16:30";"21.0";"765.2";"766.0";"-0.5";"40";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"27.06.2019 15:30";"21.5";"764.9";"765.7";"-1.7";"37";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"27.06.2019 14:30";"21.6";"765.1";"765.8";"-2.1";"36";"Wind blowing from the north";"8";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"5.8";"No precipitation";"6";"";"";"";"";
"27.06.2019 13:30";"21.3";"765.7";"766.5";"-2.8";"35";"Wind blowing from the north";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"27.06.2019 12:30";"20.7";"766.6";"767.4";"-2.4";"37";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"27.06.2019 11:30";"20.4";"767.2";"768.0";"-1.8";"39";"Wind blowing from the north";"9";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"5.9";"";"";"";"";"";"";
"27.06.2019 10:30";"18.1";"768.5";"769.3";"-0.7";"46";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"27.06.2019 09:30";"16.1";"769.0";"769.7";"0.2";"50";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"27.06.2019 08:30";"15.4";"769.0";"769.8";"0.4";"52";"Wind blowing from the north-northeast";"7";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"40.0";"5.5";"No precipitation";"24";"";"";"";"";
